"id","date","venue","temperature","precipitation"
21800650,"2019-01-14","Staples Center",59.85,0
21800651,"2019-01-15","Bankers Life Fieldhouse",28.67,0.0026
21800652,"2019-01-15","Wells Fargo Arena",68.33,0
21800653,"2019-01-15","State Farm Arena",43.24,0
21800654,"2019-01-15","Fiserv Forum",29.14,0
21800655,"2019-01-15","Pepsi Center",46.49,0.0015
21800656,"2019-01-15","Staples Center",52.1,0.0859
21800657,"2019-01-16","Little Caesars Arena",28.83,0
21800658,"2019-01-16","Td Garden",30.45,0
21800659,"2019-01-16","Toyota Center",53.05,0
21800660,"2019-01-16","Fedex Forum",41.51,0
21800661,"2019-01-16","American Airlines Center",49.26,0
21800662,"2019-01-16","Moda Center",42.28,0
21800663,"2019-01-16","Oracle Arena",51.18,0.0517
21800664,"2019-01-16","Staples Center",55.42,0.0273
21800665,"2019-01-17","Capital Center",39.73,0
21800666,"2019-01-17","Spectrum Center",48.56,0
21800667,"2019-01-17","Bankers Life Fieldhouse",33.65,0.0084
21800668,"2019-01-17","Scotiabank Arena",19.36,0.0016
21800669,"2019-01-17","Pepsi Center",49.8,0
21800670,"2019-01-17","Chesapeake Energy Arena",47.22,0
21800671,"2019-01-18","Td Garden",25.42,0
21800672,"2019-01-18","Little Caesars Arena",32.45,0
21800673,"2019-01-18","Amway Center",64.49,0
21800674,"2019-01-18","Target Center",21.89,0
21800675,"2019-01-18","Vivint Smart Home Arena",41.05,0.0303
21800676,"2019-01-18","Staples Center",61.59,0.0094
21800677,"2019-01-18","Moda Center",50.92,0.0062
21800678,"2019-01-19","Wells Fargo Arena",69.41,0
21800679,"2019-01-19","Spectrum Center",46.42,0
21800680,"2019-01-19","Little Caesars Arena",30.72,0
21800681,"2019-01-19","Bankers Life Fieldhouse",35.42,0
21800682,"2019-01-19","Amway Center",66.82,0
21800683,"2019-01-19","State Farm Arena",55.11,0
21800684,"2019-01-19","Scotiabank Arena",28.44,0.002
21800685,"2019-01-19","United Center",29.45,0
21800686,"2019-01-19","Toyota Center",71.62,0
21800687,"2019-01-19","Pepsi Center",35.29,0.0024
21800688,"2019-01-20","Bankers Life Fieldhouse",26.62,0.001
21800689,"2019-01-20","Target Center",10.02,0
21800690,"2019-01-20","At&t Center",60.74,0
21800691,"2019-01-21","Madison Square Garden",21.76,0
21800692,"2019-01-21","Quicken Loans Arena",13.03,0
21800693,"2019-01-21","Capital Center",27.8,0
21800694,"2019-01-21","Fiserv Forum",7.87,0
21800695,"2019-01-21","State Farm Arena",35.42,0
21800696,"2019-01-21","Barclays Center",22.32,0
21800697,"2019-01-21","Fedex Forum",28.82,0
21800698,"2019-01-21","Td Garden",24.24,0
21800699,"2019-01-21","Wells Fargo Arena",73.77,0
21800700,"2019-01-21","Vivint Smart Home Arena",46.14,0
21800701,"2019-01-21","Staples Center",69.18,0
21800702,"2019-01-22","Scotiabank Arena",10.84,0.0002
21800703,"2019-01-22","Chesapeake Energy Arena",52.41,0
21800704,"2019-01-22","American Airlines Center",57.81,0
21800705,"2019-01-22","Talking Stick Resort Arena",65.12,0
21800706,"2019-01-23","Bankers Life Fieldhouse",39.38,0.0092
21800707,"2019-01-23","Td Garden",21.96,0
21800708,"2019-01-23","Barclays Center",29.97,0
21800709,"2019-01-23","American Airlines Center",61.65,0.0015
21800710,"2019-01-23","Madison Square Garden",29.11,0
21800711,"2019-01-23","Wells Fargo Arena",63.62,0
21800712,"2019-01-23","United Center",31.73,0.0019
21800713,"2019-01-23","Fedex Forum",52.49,0
21800714,"2019-01-23","Smoothie King Center",68.45,0
21800715,"2019-01-23","Vivint Smart Home Arena",32.14,0
1321800001,"2018-07-02","Oracle Arena",71.16,0
1321800002,"2018-07-02","Golden 1 Center",95.21,0
1321800003,"2018-07-03","Staples Center",79.41,0
1321800004,"2018-07-03","Golden 1 Center",88.12,0
1321800005,"2018-07-05","Oracle Arena",67.84,0
1321800006,"2018-07-05","Golden 1 Center",75.98,0
1421700001,"2017-07-01","American Airlines Center",95.18,0
1421700002,"2017-07-01","Bankers Life Fieldhouse",71.82,0.1219
1421700003,"2017-07-01","American Airlines Center",95.18,0
1421700004,"2017-07-01","Little Caesars Arena",72.53,0.076
1421700005,"2017-07-02","Little Caesars Arena",83.02,0
1421700006,"2017-07-02","American Airlines Center",80.85,0
1421700007,"2017-07-02","Spectrum Center",76.28,0.0139
1421700008,"2017-07-03","Chesapeake Energy Arena",84,0.0003
1421700009,"2017-07-03","American Airlines Center",93.9,0
1421700010,"2017-07-03","American Airlines Center",93.9,0
1421700011,"2017-07-04","Chesapeake Energy Arena",93.67,0
1421700012,"2017-07-04","American Airlines Center",93.05,0
1421700013,"2017-07-04","Little Caesars Arena",79.77,0
1421700014,"2017-07-05","Chesapeake Energy Arena",82.98,0
1421700015,"2017-07-05","Little Caesars Arena",80.2,0
1421700016,"2017-07-05","Madison Square Garden",83.49,0
1421700017,"2017-07-06","American Airlines Center",92.76,0
1421700018,"2017-07-06","Amway Center",91.46,0
1421700019,"2017-07-06","Bankers Life Fieldhouse",84.12,0
1421700020,"2017-07-06","American Airlines Center",92.76,0
1521700001,"2017-07-07","Smoothie King Center",84.87,0
1521700002,"2017-07-07","Quicken Loans Arena",79.67,0
1521700003,"2017-07-07","State Farm Arena",82.84,0.0047
1521700004,"2017-07-07","Staples Center",90.12,0
1521700005,"2017-07-07","Pepsi Center",92.48,0
1521700006,"2017-07-07","Golden 1 Center",99.48,0
1521700007,"2017-07-08","Fedex Forum",90.8,0
1521700008,"2017-07-08","United Center",77.55,0
1521700009,"2017-07-08","Vivint Smart Home Arena",97.28,0
1521700010,"2017-07-08","Target Center",78.46,0
1521700011,"2017-07-08","At&t Center",94.82,0
1521700012,"2017-07-08","Staples Center",96.32,0
1521700013,"2017-07-08","Quicken Loans Arena",78.71,0
1521700014,"2017-07-08","Oracle Arena",90.81,0
1521700015,"2017-07-09","Smoothie King Center",83.38,0
1521700016,"2017-07-09","American Airlines Center",85.47,0.0554
1521700017,"2017-07-09","Barclays Center",82.49,0
1521700018,"2017-07-09","Pepsi Center",80.88,0.0031
1521700019,"2017-07-09","Staples Center",97.24,0
1521700020,"2017-07-09","Td Garden",77.74,0.0018
1521700021,"2017-07-09","Golden 1 Center",104.01,0
1521700022,"2017-07-09","At&t Center",96.35,0
1521700023,"2017-07-10","United Center",84.16,0
1521700024,"2017-07-10","Capital Center",83.32,0
1521700025,"2017-07-10","Smoothie King Center",83.17,0.0003
1521700026,"2017-07-10","Talking Stick Resort Arena",107.25,0
1521700027,"2017-07-10","Scotiabank Arena",78.75,0
1521700028,"2017-07-10","Quicken Loans Arena",78.39,0
1521700029,"2017-07-10","Fiserv Forum",82.79,0
1521700030,"2017-07-10","Golden 1 Center",99.4,0
1521700031,"2017-07-11","Moda Center",76.19,0
1521700032,"2017-07-11","Fedex Forum",90.99,0
1521700033,"2017-07-11","Capital Center",88.11,0
1521700034,"2017-07-11","Td Garden",83.3,0
1521700035,"2017-07-11","American Airlines Center",93.62,0
1521700036,"2017-07-11","Target Center",84.14,0
1521700037,"2017-07-12","State Farm Arena",78.91,0.0437
1521700038,"2017-07-12","Toyota Center",84.51,0.0125
1521700039,"2017-07-12","American Airlines Center",96.16,0
1521700040,"2017-07-12","Target Center",84.65,0
1521700041,"2017-07-12","Talking Stick Resort Arena",102.21,0
1521700042,"2017-07-12","Fiserv Forum",79.81,0.0006
1521700043,"2017-07-12","Moda Center",75.25,0
1521700044,"2017-07-12","Staples Center",87.12,0
1521700045,"2017-07-13","At&t Center",86.95,0.0006
1521700046,"2017-07-13","Barclays Center",86.81,0
1521700047,"2017-07-13","Td Garden",78.42,0.01
1521700048,"2017-07-13","Staples Center",85.42,0
1521700049,"2017-07-13","Fedex Forum",91.33,0
1521700050,"2017-07-13","American Airlines Center",95.05,0
1521700051,"2017-07-13","Scotiabank Arena",75.35,0.0256
1521700052,"2017-07-13","Quicken Loans Arena",84.4,0
1521700053,"2017-07-14","State Farm Arena",87.07,0.0049
1521700054,"2017-07-14","Target Center",65.68,0
1521700055,"2017-07-14","Fiserv Forum",76.55,0
1521700056,"2017-07-14","Staples Center",85.42,0
1521700057,"2017-07-14","Pepsi Center",84.27,0
1521700058,"2017-07-14","United Center",82.18,0
1521700059,"2017-07-14","Talking Stick Resort Arena",107.35,0
1521700060,"2017-07-14","Scotiabank Arena",63.41,0
1521700061,"2017-07-15","At&t Center",96.97,0
1521700062,"2017-07-15","Fedex Forum",91.58,0.0038
1521700063,"2017-07-15","American Airlines Center",95.55,0.0013
1521700064,"2017-07-15","Barclays Center",69.29,0.0113
1521700065,"2017-07-16","Fedex Forum",87.21,0.0016
1521700066,"2017-07-16","American Airlines Center",92.73,0
1521700067,"2017-07-17","Staples Center",83.87,0
1521800001,"2018-07-06","Bankers Life Fieldhouse",74.12,0.0339
1521800002,"2018-07-06","Smoothie King Center",83.97,0
1521800003,"2018-07-06","Amway Center",79.72,0.0011
1521800004,"2018-07-06","Spectrum Center",92.32,0
1521800005,"2018-07-06","Little Caesars Arena",93.61,0
1521800006,"2018-07-06","Wells Fargo Arena",112.58,0
1521800007,"2018-07-06","Capital Center",89.47,0
1521800008,"2018-07-06","Talking Stick Resort Arena",112.94,0
1521800009,"2018-07-06","Target Center",80.46,0
1521800010,"2018-07-06","Oracle Arena",74.7,0
1521800011,"2018-07-07","Vivint Smart Home Arena",97.58,0
1521800012,"2018-07-07","Bankers Life Fieldhouse",80.48,0
1521800013,"2018-07-07","Smoothie King Center",85.82,0.0038
1521800014,"2018-07-07","State Farm Arena",76.36,0.0988
1521800015,"2018-07-07","Barclays Center",81.12,0
1521800016,"2018-07-07","Golden 1 Center",90.14,0
1521800017,"2018-07-07","Fedex Forum",80.57,0.0034
1521800018,"2018-07-07","Quicken Loans Arena",73.71,0
1521800019,"2018-07-07","Pepsi Center",88.76,0
1521800020,"2018-07-07","Staples Center",110.23,0
1521800021,"2018-07-08","Scotiabank Arena",77.27,NULL
1521800022,"2018-07-08","At&t Center",88.96,0.0085
1521800023,"2018-07-08","American Airlines Center",94.87,0
1521800024,"2018-07-08","State Farm Arena",81.17,0.0175
1521800025,"2018-07-08","Fiserv Forum",77.72,0
1521800026,"2018-07-08","Toyota Center",87.9,0.0265
1521800027,"2018-07-08","Madison Square Garden",73.6,0
1521800028,"2018-07-08","Amway Center",80.25,0.0029
1521800029,"2018-07-08","Staples Center",101.5,0
1521800030,"2018-07-08","United Center",78.3,0
1521800031,"2018-07-09","Little Caesars Arena",84.08,0
1521800032,"2018-07-09","Chesapeake Energy Arena",88.89,0
1521800033,"2018-07-09","Quicken Loans Arena",81.12,0
1521800034,"2018-07-09","Wells Fargo Arena",108.89,0
1521800035,"2018-07-09","Td Garden",81.51,0
1521800036,"2018-07-09","American Airlines Center",92.23,0
1521800037,"2018-07-09","Pepsi Center",95.33,0
1521800038,"2018-07-09","Talking Stick Resort Arena",109.24,0
1521800039,"2018-07-09","Target Center",88.77,0
1521800040,"2018-07-09","Toyota Center",77.37,0.001
1521800041,"2018-07-10","Moda Center",66.8,0
1521800042,"2018-07-10","American Airlines Center",86.51,0.0049
1521800043,"2018-07-10","United Center",89.41,0
1521800044,"2018-07-10","Fedex Forum",85.55,0.0095
1521800045,"2018-07-10","Madison Square Garden",83.93,0
1521800046,"2018-07-11","Capital Center",92.2,0
1521800047,"2018-07-11","Quicken Loans Arena",82.21,0
1521800048,"2018-07-11","Toyota Center",89.31,0
1521800049,"2018-07-11","American Airlines Center",80.89,0.0789
1521800050,"2018-07-11","Target Center",84.06,0
1521800051,"2018-07-11","Bankers Life Fieldhouse",84.04,0.0038
1521800052,"2018-07-11","Pepsi Center",96.7,0
1521800053,"2018-07-11","Spectrum Center",91.31,0
1521800054,"2018-07-12","Smoothie King Center",83.26,0
1521800055,"2018-07-12","Td Garden",74.11,0
1521800056,"2018-07-12","Chesapeake Energy Arena",93.74,0
1521800057,"2018-07-12","Talking Stick Resort Arena",98.32,0
1521800058,"2018-07-12","Fiserv Forum",79.54,0
1521800059,"2018-07-12","Staples Center",89.22,0
1521800060,"2018-07-12","Amway Center",89.5,0
1521800061,"2018-07-12","Moda Center",85.07,0
1521800062,"2018-07-13","Bankers Life Fieldhouse",84.15,0
1521800063,"2018-07-13","Smoothie King Center",90.12,0
1521800064,"2018-07-13","American Airlines Center",81.19,0.0269
1521800065,"2018-07-13","Talking Stick Resort Arena",99.33,0
1521800066,"2018-07-13","Pepsi Center",80.46,0
1521800067,"2018-07-13","Chesapeake Energy Arena",93.23,0
1521800068,"2018-07-13","Oracle Arena",77.28,0
1521800069,"2018-07-13","Staples Center",88.96,0
1521800070,"2018-07-14","United Center",91.3,0
1521800071,"2018-07-14","Toyota Center",89.82,0
1521800072,"2018-07-14","Spectrum Center",86.63,0
1521800073,"2018-07-14","Td Garden",76.52,0
1521800074,"2018-07-14","Fiserv Forum",91.4,0
1521800075,"2018-07-14","Vivint Smart Home Arena",93.83,0
1521800076,"2018-07-15","Staples Center",88.31,0
1521800077,"2018-07-15","Quicken Loans Arena",85.64,0
1521800078,"2018-07-15","Moda Center",86.76,0
1521800079,"2018-07-15","Fedex Forum",96.02,0
1521800080,"2018-07-16","Staples Center",87.63,0
1521800081,"2018-07-16","Moda Center",94.75,0
1521800082,"2018-07-17","Staples Center",85.67,0
1621700001,"2017-07-03","Wells Fargo Arena",107.99,0
1621700002,"2017-07-03","Vivint Smart Home Arena",91.9,0
1621700003,"2017-07-05","At&t Center",97.71,0
1621700004,"2017-07-05","Vivint Smart Home Arena",96.96,0
1621700005,"2017-07-06","At&t Center",95.96,0
1621700006,"2017-07-06","Vivint Smart Home Arena",96.43,0
1621800001,"2018-07-02","Fedex Forum",93.24,0
1621800002,"2018-07-02","Vivint Smart Home Arena",82.58,0
1621800003,"2018-07-03","State Farm Arena",87.63,0
1621800004,"2018-07-03","Vivint Smart Home Arena",89.35,0
1621800005,"2018-07-05","At&t Center",88.82,0.0607
1621800006,"2018-07-05","Vivint Smart Home Arena",92.1,0
