"id","date","venue","temperature","precipitation"
21800128,"2018-11-03","State Farm Arena",49.96,0
21800129,"2018-11-03","United Center",44.77,0
21800130,"2018-11-03","At&t Center",73.02,0
21800131,"2018-11-03","Pepsi Center",60.52,0
21800132,"2018-11-03","Moda Center",64.2,0
21800133,"2018-11-04","Fiserv Forum",41.73,0
21800134,"2018-11-04","Barclays Center",52.88,0
21800135,"2018-11-04","Capital Center",53.81,0
21800136,"2018-11-04","Talking Stick Resort Arena",81.1,0
21800137,"2018-11-04","At&t Center",75.7,0
21800138,"2018-11-04","Moda Center",57.68,0
21800139,"2018-11-04","Staples Center",87.46,0
21800140,"2018-11-05","Little Caesars Arena",49.18,0
21800141,"2018-11-05","Bankers Life Fieldhouse",52.29,0.0008
21800142,"2018-11-05","Amway Center",72.16,0.0337
21800143,"2018-11-05","Madison Square Garden",48.96,0
21800144,"2018-11-05","Chesapeake Energy Arena",56.48,0
21800145,"2018-11-05","Pepsi Center",52.24,0
21800146,"2018-11-05","Vivint Smart Home Arena",49.94,0
21800147,"2018-11-05","Oracle Arena",71.28,0
21800148,"2018-11-05","Staples Center",83.61,0
21800149,"2018-11-06","Spectrum Center",59.73,0
21800150,"2018-11-06","American Airlines Center",79.83,0
21800151,"2018-11-06","Talking Stick Resort Arena",82.03,0
21800152,"2018-11-06","Moda Center",54.94,0.0065
21800153,"2018-11-07","Quicken Loans Arena",51.63,0
21800154,"2018-11-07","Amway Center",79.11,0
21800155,"2018-11-07","State Farm Arena",64.94,0
21800156,"2018-11-07","American Airlines Center",73.01,0
21800157,"2018-11-07","Bankers Life Fieldhouse",51.46,0
21800158,"2018-11-07","Fedex Forum",64.61,0
21800159,"2018-11-07","Smoothie King Center",75.19,0
21800160,"2018-11-07","Vivint Smart Home Arena",44.78,0
21800161,"2018-11-07","Golden 1 Center",74.02,0
21800162,"2018-11-07","Staples Center",74.89,0
21800163,"2018-11-08","Chesapeake Energy Arena",56.81,0
21800164,"2018-11-08","Talking Stick Resort Arena",81.97,0
21800165,"2018-11-08","Moda Center",50.79,0
21800166,"2018-11-08","Oracle Arena",74.2,0
21800167,"2018-11-09","Amway Center",80.22,0
21800168,"2018-11-09","Wells Fargo Arena",80.47,0
21800169,"2018-11-09","State Farm Arena",56.13,0.0265
21800170,"2018-11-09","American Airlines Center",54.95,0
21800171,"2018-11-09","Pepsi Center",39.07,0
21800172,"2018-11-09","Vivint Smart Home Arena",40.36,0
21800173,"2018-11-09","Golden 1 Center",72.28,0
21800174,"2018-11-10","Scotiabank Arena",38.77,0.0354
21800175,"2018-11-10","Staples Center",79.75,0
21800176,"2018-11-10","Smoothie King Center",56.76,0
21800177,"2018-11-10","American Airlines Center",53.68,0
21800178,"2018-11-10","United Center",29.55,0
21800179,"2018-11-10","Fedex Forum",44.87,0.0004
21800180,"2018-11-10","At&t Center",56.35,0
21800181,"2018-11-10","American Airlines Center",53.68,0
21800182,"2018-11-10","Oracle Arena",66.66,0
21800183,"2018-11-10","Golden 1 Center",64.27,0
21800184,"2018-11-11","Little Caesars Arena",35.44,0
21800185,"2018-11-11","Toyota Center",48.75,0
21800186,"2018-11-11","Madison Square Garden",38.36,0
21800187,"2018-11-11","Pepsi Center",53.39,0
21800188,"2018-11-11","Moda Center",52.33,0
21800189,"2018-11-11","Staples Center",76.32,0
21800190,"2018-11-12","Capital Center",39.42,0
21800191,"2018-11-12","American Airlines Center",51.67,0
21800192,"2018-11-12","Scotiabank Arena",39.19,NULL
21800193,"2018-11-12","United Center",38.62,0
21800194,"2018-11-12","Fedex Forum",49.01,0
21800195,"2018-11-12","Target Center",25.22,0
21800196,"2018-11-12","Chesapeake Energy Arena",46.54,0
21800197,"2018-11-12","Golden 1 Center",68.32,0
21800198,"2018-11-12","Staples Center",75.88,0
21800199,"2018-11-13","Quicken Loans Arena",38.58,0
21800200,"2018-11-13","Pepsi Center",29.58,0.0022
21800201,"2018-11-13","Oracle Arena",68.03,0
21800202,"2018-11-14","Amway Center",80.93,0
21800203,"2018-11-14","Capital Center",46.17,0
21800204,"2018-11-14","Td Garden",44.35,0.0002
21800205,"2018-11-14","Barclays Center",44.59,0
21800206,"2018-11-14","Scotiabank Arena",33.46,NULL
21800207,"2018-11-14","Fiserv Forum",23.43,0
21800208,"2018-11-14","Target Center",20.32,0
21800209,"2018-11-14","Chesapeake Energy Arena",31.29,0
21800210,"2018-11-14","American Airlines Center",39.63,0
21800211,"2018-11-14","Talking Stick Resort Arena",66.41,0
21800212,"2018-11-14","Staples Center",74.12,0
21800213,"2018-11-15","Toyota Center",50.13,0
21800214,"2018-11-15","Pepsi Center",61.58,0
21800215,"2018-11-15","Staples Center",78.9,0
21800216,"2018-11-16","Td Garden",31.85,0
21800217,"2018-11-16","Bankers Life Fieldhouse",33.23,0.0067
21800218,"2018-11-16","Wells Fargo Arena",74.54,0
21800219,"2018-11-16","Capital Center",36.01,0.0121
21800220,"2018-11-16","Fedex Forum",40.62,0.0004
21800221,"2018-11-16","Target Center",41.59,0
21800222,"2018-11-16","Smoothie King Center",51.44,0
21800223,"2018-11-16","Fiserv Forum",34.43,0
21800224,"2018-11-17","Barclays Center",41.39,0.0009
21800225,"2018-11-17","Spectrum Center",47.37,0
21800226,"2018-11-17","Bankers Life Fieldhouse",37.81,0.0004
21800227,"2018-11-17","Amway Center",57.93,0
21800228,"2018-11-17","Smoothie King Center",57.06,0
21800229,"2018-11-17","Td Garden",35.21,0.0003
21800230,"2018-11-17","United Center",37.19,0
21800231,"2018-11-17","Toyota Center",66.15,0
21800232,"2018-11-17","American Airlines Center",69.25,0
21800233,"2018-11-17","Talking Stick Resort Arena",75.76,0
21800234,"2018-11-18","Target Center",24.98,0
21800235,"2018-11-18","American Airlines Center",67.93,0
21800236,"2018-11-18","Amway Center",67.97,0
21800237,"2018-11-18","Capital Center",44.56,0
21800238,"2018-11-18","At&t Center",69.04,0
21800239,"2018-11-19","Spectrum Center",51.75,0
21800240,"2018-11-19","Little Caesars Arena",36.24,0
21800241,"2018-11-19","Bankers Life Fieldhouse",41.08,0
21800242,"2018-11-19","Wells Fargo Arena",72.59,0
21800243,"2018-11-19","State Farm Arena",56.19,0
21800244,"2018-11-19","Fedex Forum",57.63,0
21800245,"2018-11-19","Fiserv Forum",30.36,0
21800246,"2018-11-19","Smoothie King Center",64.2,0
21800247,"2018-11-19","Golden 1 Center",65.38,0
21800248,"2018-11-20","Amway Center",72.99,0
21800249,"2018-11-20","Capital Center",52.42,0
21800250,"2018-11-20","American Airlines Center",53.55,0
21800251,"2018-11-20","Madison Square Garden",46.44,0
21800252,"2018-11-21","Spectrum Center",52.23,0
21800253,"2018-11-21","Wells Fargo Arena",77.82,0
21800254,"2018-11-21","State Farm Arena",49.12,0
21800255,"2018-11-21","Td Garden",34.42,0.0106
21800256,"2018-11-21","Quicken Loans Arena",31.27,0
21800257,"2018-11-21","United Center",30.6,0
21800258,"2018-11-21","Toyota Center",60.14,0
21800259,"2018-11-21","Fiserv Forum",30.75,0
21800260,"2018-11-21","Target Center",29.15,0
21800261,"2018-11-21","American Airlines Center",57.01,0
21800262,"2018-11-21","At&t Center",60.73,0
21800263,"2018-11-21","Vivint Smart Home Arena",46.9,0
21800264,"2018-11-21","Oracle Arena",65.14,0
21800265,"2018-11-23","Barclays Center",24.14,0
21800266,"2018-11-23","Staples Center",66.71,0
21800267,"2018-11-23","Little Caesars Arena",26.96,0
21800268,"2018-11-23","State Farm Arena",49.99,0
21800269,"2018-11-23","Madison Square Garden",23.92,0
21800270,"2018-11-23","Wells Fargo Arena",66,0
21800271,"2018-11-23","Scotiabank Arena",19.4,NULL
21800272,"2018-11-23","Bankers Life Fieldhouse",41.31,0
21800273,"2018-11-23","United Center",35.41,0
21800274,"2018-11-23","Chesapeake Energy Arena",58.37,0
21800275,"2018-11-23","Fiserv Forum",35.91,0
21800276,"2018-11-23","Pepsi Center",56.56,0
21800277,"2018-11-23","Oracle Arena",61.3,0
21800278,"2018-11-23","Staples Center",66.71,0
21800279,"2018-11-24","Quicken Loans Arena",45.33,0
21800280,"2018-11-24","Capital Center",33.18,0
21800281,"2018-11-24","Target Center",40.36,0.0101
21800282,"2018-11-24","Chesapeake Energy Arena",65.98,0
21800283,"2018-11-24","American Airlines Center",73.07,0
21800284,"2018-11-24","Fiserv Forum",44.2,0
21800285,"2018-11-24","Oracle Arena",60.49,0.0396
21800286,"2018-11-25","Staples Center",69.17,0
21800287,"2018-11-25","Little Caesars Arena",48.62,0
21800288,"2018-11-25","State Farm Arena",49.15,0
21800289,"2018-11-25","Barclays Center",45.19,0
21800290,"2018-11-25","Scotiabank Arena",42.09,0.0592
21800291,"2018-11-25","Fedex Forum",59.84,0
21800292,"2018-11-25","Golden 1 Center",61.31,0
21800293,"2018-11-25","Moda Center",46.61,0
21800294,"2018-11-26","Spectrum Center",50.71,0
21800295,"2018-11-26","Quicken Loans Arena",42.93,0
21800296,"2018-11-26","Capital Center",51.39,0
21800297,"2018-11-26","United Center",37.37,0.0119
21800298,"2018-11-26","Smoothie King Center",72.59,0
21800299,"2018-11-26","Vivint Smart Home Arena",37.99,0
21800300,"2018-11-26","Oracle Arena",64.28,0
21800301,"2018-11-27","Little Caesars Arena",32.98,0
21800302,"2018-11-27","American Airlines Center",50.44,0
21800303,"2018-11-27","Fedex Forum",37.64,0
21800304,"2018-11-27","Pepsi Center",49.01,0
21800305,"2018-11-27","Talking Stick Resort Arena",75.06,0
21800306,"2018-11-28","Spectrum Center",39.77,0
21800307,"2018-11-28","Wells Fargo Arena",75.25,0
21800308,"2018-11-28","Barclays Center",40.64,0
21800309,"2018-11-28","Toyota Center",59.81,0
21800310,"2018-11-28","Fiserv Forum",21.86,0
21800311,"2018-11-28","Target Center",24.42,0
21800312,"2018-11-28","Smoothie King Center",51.83,0
21800313,"2018-11-28","Chesapeake Energy Arena",48.63,0
21800314,"2018-11-28","Moda Center",56.15,0
21800315,"2018-11-28","Staples Center",73.84,0
21800316,"2018-11-29","Scotiabank Arena",36.69,NULL
21800317,"2018-11-29","Staples Center",66.73,0
21800318,"2018-11-29","Golden 1 Center",62.46,0
21800319,"2018-11-30","Td Garden",39.6,0
21800320,"2018-11-30","Spectrum Center",51.36,0
21800321,"2018-11-30","Little Caesars Arena",30.78,0
21800322,"2018-11-30","Wells Fargo Arena",68.59,0
21800323,"2018-11-30","Barclays Center",41.11,0
21800324,"2018-11-30","American Airlines Center",77.04,0
21800325,"2018-11-30","Chesapeake Energy Arena",58.25,0
21800326,"2018-11-30","At&t Center",73.01,0
21800327,"2018-11-30","Talking Stick Resort Arena",68.65,0
21800328,"2018-11-30","Staples Center",61.43,0.005
21800329,"2018-11-30","Moda Center",50.46,0
21800330,"2018-12-01","Madison Square Garden",39.27,0
21800331,"2018-12-01","Little Caesars Arena",36.74,0
21800332,"2018-12-01","Quicken Loans Arena",37.25,0
21800333,"2018-12-01","Capital Center",42.77,0
21800334,"2018-12-01","Toyota Center",75.15,0
21800335,"2018-12-01","Target Center",30.21,0
21800336,"2018-12-01","Golden 1 Center",59.63,0
21800337,"2018-12-02","Staples Center",63.57,0
21800338,"2018-12-02","Spectrum Center",55,0.0153
21800339,"2018-12-02","American Airlines Center",70.18,0
21800340,"2018-12-02","Wells Fargo Arena",63.22,0
21800341,"2018-12-02","American Airlines Center",70.18,0
21800342,"2018-12-02","At&t Center",77.5,0
21800343,"2018-12-03","Little Caesars Arena",52.28,0.0073
21800344,"2018-12-03","State Farm Arena",63.99,0
21800345,"2018-12-03","Barclays Center",51.98,0.0057
21800346,"2018-12-03","Madison Square Garden",51.97,0.0051
21800347,"2018-12-03","Scotiabank Arena",47.49,NULL
21800348,"2018-12-03","Target Center",30.15,0
21800349,"2018-12-03","Smoothie King Center",71.47,0
21800350,"2018-12-04","Bankers Life Fieldhouse",35.93,0.0031
21800351,"2018-12-04","American Airlines Center",51.43,0
21800352,"2018-12-04","American Airlines Center",51.43,0
21800353,"2018-12-04","Talking Stick Resort Arena",62.38,0
21800354,"2018-12-04","Vivint Smart Home Arena",29.83,0
21800355,"2018-12-05","Quicken Loans Arena",31.97,0
21800356,"2018-12-05","Amway Center",68.41,0
21800357,"2018-12-05","State Farm Arena",43.96,0
21800358,"2018-12-05","Barclays Center",36.24,0
21800359,"2018-12-05","Scotiabank Arena",29.5,NULL
21800360,"2018-12-05","Fedex Forum",35.87,0
21800361,"2018-12-05","Fiserv Forum",30.1,0
21800362,"2018-12-05","Target Center",21.87,0
21800363,"2018-12-05","Smoothie King Center",55.2,0
21800364,"2018-12-05","Staples Center",69.63,0
21800365,"2018-12-06","Td Garden",31.52,0
21800366,"2018-12-06","Moda Center",43.26,0
21800367,"2018-12-06","Vivint Smart Home Arena",31.97,0
21800368,"2018-12-07","Spectrum Center",39.86,0
21800369,"2018-12-07","Little Caesars Arena",30.79,0
21800370,"2018-12-07","Amway Center",60.74,0
21800371,"2018-12-07","Barclays Center",37.56,0
21800372,"2018-12-07","Quicken Loans Arena",32.26,0.2048
21800373,"2018-12-07","United Center",26.92,0
21800374,"2018-12-07","Smoothie King Center",54.51,0
21800375,"2018-12-07","At&t Center",60.06,0
21800376,"2018-12-07","Talking Stick Resort Arena",58.89,0
21800377,"2018-12-07","Fiserv Forum",22.74,0
21800378,"2018-12-08","American Airlines Center",45.07,0.0363
21800379,"2018-12-08","Bankers Life Fieldhouse",27.52,0
21800380,"2018-12-08","State Farm Arena",44.56,0.0038
21800381,"2018-12-08","Quicken Loans Arena",28.55,0
21800382,"2018-12-08","Madison Square Garden",32.49,0
21800383,"2018-12-08","United Center",21.82,0
21800384,"2018-12-08","Fedex Forum",40.91,0.0035
21800385,"2018-12-08","Moda Center",39.67,0
21800386,"2018-12-08","Staples Center",67.95,0
21800387,"2018-12-09","Little Caesars Arena",28.53,0
21800388,"2018-12-09","Scotiabank Arena",30.56,NULL
21800389,"2018-12-09","Madison Square Garden",32.1,0
21800390,"2018-12-09","At&t Center",48.18,0.0005
21800391,"2018-12-10","Bankers Life Fieldhouse",29.74,0
21800392,"2018-12-10","Wells Fargo Arena",70.33,0
21800393,"2018-12-10","Td Garden",31.17,0
21800394,"2018-12-10","United Center",28.65,0
21800395,"2018-12-10","Fiserv Forum",22.36,0
21800396,"2018-12-10","Chesapeake Energy Arena",43.66,0
21800397,"2018-12-10","American Airlines Center",49.83,0
21800398,"2018-12-10","Pepsi Center",43.23,0
21800399,"2018-12-10","Talking Stick Resort Arena",70.37,0
21800400,"2018-12-10","Oracle Arena",51.85,0
21800401,"2018-12-10","Staples Center",69.51,0
21800402,"2018-12-11","Toyota Center",57.26,0
21800403,"2018-12-11","At&t Center",59.18,0
21800404,"2018-12-11","Staples Center",66.22,0
21800405,"2018-12-12","Spectrum Center",41.91,0.0017
21800406,"2018-12-12","Quicken Loans Arena",33.36,0
21800407,"2018-12-12","Bankers Life Fieldhouse",36.12,0
21800408,"2018-12-12","Wells Fargo Arena",68.4,0
21800409,"2018-12-12","Capital Center",37.05,0
21800410,"2018-12-12","Fedex Forum",45.33,0
21800411,"2018-12-12","Smoothie King Center",51.79,0
21800412,"2018-12-12","American Airlines Center",56.6,0
21800413,"2018-12-12","Vivint Smart Home Arena",33.76,0
21800414,"2018-12-12","Golden 1 Center",57.12,0
21800415,"2018-12-12","Oracle Arena",58.47,0
21800416,"2018-12-13","Toyota Center",67.24,0
21800417,"2018-12-13","At&t Center",62.98,0
21800418,"2018-12-13","Amway Center",57.92,0
21800419,"2018-12-13","Talking Stick Resort Arena",66.61,0
21800420,"2018-12-14","Td Garden",30.62,0
21800421,"2018-12-14","Spectrum Center",45.63,0
21800422,"2018-12-14","Barclays Center",37.52,0.0006
21800423,"2018-12-14","Quicken Loans Arena",39.65,0
21800424,"2018-12-14","Wells Fargo Arena",67.87,0
21800425,"2018-12-14","Fedex Forum",57.18,0.0011
21800426,"2018-12-14","Pepsi Center",41.31,0
21800427,"2018-12-14","Moda Center",52.36,0
21800428,"2018-12-14","Golden 1 Center",58.17,0
21800429,"2018-12-15","Amway Center",72.43,0.004
21800430,"2018-12-15","Spectrum Center",43.12,0.0024
21800431,"2018-12-15","Little Caesars Arena",42.71,0
21800432,"2018-12-15","Fedex Forum",51.75,0.0736
21800433,"2018-12-15","At&t Center",56.7,0
21800434,"2018-12-15","Chesapeake Energy Arena",50.14,0
21800435,"2018-12-15","Talking Stick Resort Arena",65.16,0
21800436,"2018-12-16","Barclays Center",49.95,0
21800437,"2018-12-16","Quicken Loans Arena",41.18,0.0087
21800438,"2018-12-16","Bankers Life Fieldhouse",42.26,0.0017
21800439,"2018-12-16","Capital Center",52.43,0.0763
21800440,"2018-12-16","American Airlines Center",59.39,0
21800441,"2018-12-16","Smoothie King Center",52.99,0
21800442,"2018-12-16","Pepsi Center",53.6,0
21800443,"2018-12-17","Little Caesars Arena",42,0
21800444,"2018-12-17","Madison Square Garden",39.4,0.0474
21800445,"2018-12-17","Toyota Center",63.28,0
21800446,"2018-12-17","Target Center",40.69,0
21800447,"2018-12-17","Chesapeake Energy Arena",51.29,0
21800448,"2018-12-17","At&t Center",66,0
21800449,"2018-12-17","Oracle Arena",58.73,0.0304
21800450,"2018-12-17","Staples Center",70.21,0
21800451,"2018-12-18","Bankers Life Fieldhouse",36.82,0
21800452,"2018-12-18","State Farm Arena",54.92,0
21800453,"2018-12-18","Barclays Center",42.65,0
21800454,"2018-12-18","Pepsi Center",55.35,0
21800455,"2018-12-19","Spectrum Center",50.31,0
21800456,"2018-12-19","Amway Center",61.3,0
21800457,"2018-12-19","Wells Fargo Arena",68.47,0
21800458,"2018-12-19","Td Garden",28.23,0
21800459,"2018-12-19","Scotiabank Arena",29.5,NULL
21800460,"2018-12-19","United Center",38.31,0
21800461,"2018-12-19","Toyota Center",61.79,0
21800462,"2018-12-19","Fiserv Forum",39.04,0
21800463,"2018-12-19","Target Center",38.15,0
21800464,"2018-12-19","Vivint Smart Home Arena",45.46,0
21800465,"2018-12-19","Moda Center",55.3,0
21800466,"2018-12-19","Golden 1 Center",62.03,0
21800467,"2018-12-20","American Airlines Center",58.37,0.0003
21800468,"2018-12-20","Staples Center",75,0
21800469,"2018-12-21","Spectrum Center",58.12,0.0562
21800470,"2018-12-21","Scotiabank Arena",39.19,NULL
21800471,"2018-12-21","Barclays Center",43.38,0.0329
21800472,"2018-12-21","Madison Square Garden",42.94,0.0329
21800473,"2018-12-21","Td Garden",43.21,0
21800474,"2018-12-21","United Center",44.99,0.0013
21800475,"2018-12-21","At&t Center",63.28,0
21800476,"2018-12-21","Moda Center",51.1,0
21800477,"2018-12-21","Golden 1 Center",53.96,0
21800478,"2018-12-21","Staples Center",77.6,0
21800479,"2018-12-22","Staples Center",70.17,0
21800480,"2018-12-22","Capital Center",57.91,0.0027
21800481,"2018-12-22","Wells Fargo Arena",67.71,0
21800482,"2018-12-22","American Airlines Center",58.87,0
21800483,"2018-12-22","Toyota Center",62.18,0
21800484,"2018-12-22","Oracle Arena",56.48,0
21800485,"2018-12-22","Vivint Smart Home Arena",44.99,0
21800486,"2018-12-23","Little Caesars Arena",33.55,0
21800487,"2018-12-23","Bankers Life Fieldhouse",36.82,0
21800488,"2018-12-23","Td Garden",39.27,0
21800489,"2018-12-23","Barclays Center",43,0
21800490,"2018-12-23","Quicken Loans Arena",33.89,0
21800491,"2018-12-23","Amway Center",55.22,0
21800492,"2018-12-23","Golden 1 Center",54.04,0
21800493,"2018-12-23","Chesapeake Energy Arena",53.42,0
21800494,"2018-12-23","Oracle Arena",57.11,0
21800495,"2018-12-23","Moda Center",42.96,0
21800496,"2018-12-23","Staples Center",69.39,0
21800497,"2018-12-25","Madison Square Garden",40.33,0
21800498,"2018-12-25","Toyota Center",60.14,0
21800499,"2018-12-25","Td Garden",34.51,0
21800500,"2018-12-25","Oracle Arena",57.96,0.1171
21800501,"2018-12-25","Vivint Smart Home Arena",42.14,0
21800502,"2018-12-26","Little Caesars Arena",32.89,0
21800503,"2018-12-26","Amway Center",65.97,0
21800504,"2018-12-26","State Farm Arena",53.67,0
21800505,"2018-12-26","Barclays Center",36.93,0
21800506,"2018-12-26","American Airlines Center",63.07,0.0004
21800507,"2018-12-26","United Center",41.64,0
21800508,"2018-12-26","Fedex Forum",54.73,0
21800509,"2018-12-26","American Airlines Center",63.07,0.0004
21800510,"2018-12-26","At&t Center",71.12,0
21800511,"2018-12-26","Staples Center",64.05,0
21800512,"2018-12-27","Toyota Center",66,0.04
21800513,"2018-12-27","Fiserv Forum",36.83,0
21800514,"2018-12-27","Golden 1 Center",56.09,0
21800515,"2018-12-27","Vivint Smart Home Arena",31.42,0
21800516,"2018-12-27","Oracle Arena",57.85,0
21800517,"2018-12-28","Spectrum Center",46.15,0
21800518,"2018-12-28","Bankers Life Fieldhouse",46.04,0.0353
21800519,"2018-12-28","Amway Center",73.39,0
21800520,"2018-12-28","Capital Center",47.38,0
21800521,"2018-12-28","American Airlines Center",54.77,0
21800522,"2018-12-28","Target Center",35.23,0.0319
21800523,"2018-12-28","Smoothie King Center",72.69,0.0019
21800524,"2018-12-28","Pepsi Center",26.77,0
21800525,"2018-12-28","Talking Stick Resort Arena",58.05,0
21800526,"2018-12-28","Staples Center",62.12,0
21800527,"2018-12-29","Fiserv Forum",32.05,0
21800528,"2018-12-29","Smoothie King Center",63.38,0
21800529,"2018-12-29","State Farm Arena",59.62,0
21800530,"2018-12-29","Capital Center",54.1,0
21800531,"2018-12-29","Fedex Forum",46.23,0
21800532,"2018-12-29","Vivint Smart Home Arena",25.58,0
21800533,"2018-12-29","Talking Stick Resort Arena",54.1,0
21800534,"2018-12-29","Moda Center",44.53,0.0219
21800535,"2018-12-29","Staples Center",59.43,0
21800536,"2018-12-30","Amway Center",74.79,0
21800537,"2018-12-30","American Airlines Center",40.78,0
21800538,"2018-12-30","Scotiabank Arena",24.64,NULL
21800539,"2018-12-30","American Airlines Center",40.78,0
21800540,"2018-12-30","Moda Center",52.18,0
21800541,"2018-12-30","Staples Center",61.6,0
21800542,"2018-12-31","Bankers Life Fieldhouse",34.92,0
21800543,"2018-12-31","Spectrum Center",55.16,0
21800544,"2018-12-31","Toyota Center",48.39,0.0156
21800545,"2018-12-31","At&t Center",42.21,0.0069
21800546,"2018-12-31","Smoothie King Center",69.47,0
21800547,"2018-12-31","Chesapeake Energy Arena",38.71,0
21800548,"2018-12-31","Talking Stick Resort Arena",56.16,0
21800549,"2019-01-01","Scotiabank Arena",36.97,0.0609
21800550,"2019-01-01","Fiserv Forum",34.16,0.0323
21800551,"2019-01-01","Pepsi Center",12.08,0
21800552,"2019-01-01","Golden 1 Center",54.95,0
21800553,"2019-01-01","Staples Center",60.15,0
21800554,"2019-01-02","Spectrum Center",61.54,0
21800555,"2019-01-02","Quicken Loans Arena",34,0
21800556,"2019-01-02","Capital Center",50.81,0
21800557,"2019-01-02","Barclays Center",45.11,0
21800558,"2019-01-02","Td Garden",43.31,0
21800559,"2019-01-02","United Center",27.65,0
21800560,"2019-01-02","Fedex Forum",44.98,0
21800561,"2019-01-02","Talking Stick Resort Arena",50.46,0
21800562,"2019-01-02","Staples Center",58.3,0
21800563,"2019-01-03","At&t Center",41.48,0.0263
21800564,"2019-01-03","Golden 1 Center",53.04,0
21800565,"2019-01-03","Oracle Arena",54.52,0
21800566,"2019-01-04","Td Garden",39.8,0
21800567,"2019-01-04","Quicken Loans Arena",34.08,0
21800568,"2019-01-04","American Airlines Center",39.72,0
21800569,"2019-01-04","United Center",37.1,0
21800570,"2019-01-04","Fedex Forum",43.89,0
21800571,"2019-01-04","Target Center",38.59,0.0003
21800572,"2019-01-04","Fiserv Forum",36.5,0
21800573,"2019-01-04","Talking Stick Resort Arena",56.14,0
21800574,"2019-01-04","Staples Center",66.34,0
21800575,"2019-01-04","Moda Center",53.54,0
21800576,"2019-01-05","Pepsi Center",61.43,0
21800577,"2019-01-05","Little Caesars Arena",43.59,0
21800578,"2019-01-05","Wells Fargo Arena",66.34,0
21800579,"2019-01-05","Quicken Loans Arena",44.48,0
21800580,"2019-01-05","Fiserv Forum",38.47,0
21800581,"2019-01-05","At&t Center",68.46,0
21800582,"2019-01-05","Moda Center",50.96,0
21800583,"2019-01-05","Golden 1 Center",55.38,0
21800584,"2019-01-06","United Center",47.75,0
21800585,"2019-01-06","Target Center",40.2,0
21800586,"2019-01-06","Staples Center",56.81,0
21800587,"2019-01-06","State Farm Arena",55.39,0
21800588,"2019-01-06","Chesapeake Energy Arena",61.86,0
21800589,"2019-01-06","Scotiabank Arena",34.88,NULL
21800590,"2019-01-06","Talking Stick Resort Arena",66.01,0
21800591,"2019-01-07","Little Caesars Arena",36.16,0
21800592,"2019-01-07","Td Garden",35.44,0
21800593,"2019-01-07","Toyota Center",69.16,0
21800594,"2019-01-07","Fiserv Forum",34.54,0
21800595,"2019-01-07","Smoothie King Center",64,0
21800596,"2019-01-07","American Airlines Center",63.44,0
21800597,"2019-01-07","Moda Center",42.7,0.0131
21800598,"2019-01-07","Golden 1 Center",48.89,0.0405
21800599,"2019-01-08","Quicken Loans Arena",47.43,0.0656
21800600,"2019-01-08","Wells Fargo Arena",63.11,0
21800601,"2019-01-08","American Airlines Center",72.09,0
21800602,"2019-01-08","Scotiabank Arena",32.27,NULL
21800603,"2019-01-08","Chesapeake Energy Arena",64.11,0
21800604,"2019-01-08","Talking Stick Resort Arena",63.31,0
21800605,"2019-01-08","Oracle Arena",58.13,0
21800606,"2019-01-08","Staples Center",59.32,0
21800607,"2019-01-09","Td Garden",40.12,0
21800608,"2019-01-09","Capital Center",53.26,0
21800609,"2019-01-09","Barclays Center",41.79,0
21800610,"2019-01-09","Toyota Center",73.51,0
21800611,"2019-01-09","Fedex Forum",58.7,0
21800612,"2019-01-09","Smoothie King Center",70.65,0
21800613,"2019-01-09","American Airlines Center",64.09,0
21800614,"2019-01-09","Vivint Smart Home Arena",40.84,0
21800615,"2019-01-09","Moda Center",46.4,0
21800616,"2019-01-09","Staples Center",70.33,0
21800617,"2019-01-10","American Airlines Center",57.75,0
21800618,"2019-01-10","Pepsi Center",50.02,0
21800619,"2019-01-10","At&t Center",61.13,0
21800620,"2019-01-10","Golden 1 Center",61.4,0
21800621,"2019-01-11","Wells Fargo Arena",65.13,0
21800622,"2019-01-11","Capital Center",32.03,0
21800623,"2019-01-11","Madison Square Garden",32.01,0
21800624,"2019-01-11","Scotiabank Arena",18.69,0.0012
21800625,"2019-01-11","Toyota Center",59.93,0
21800626,"2019-01-11","Target Center",23.59,0
21800627,"2019-01-11","Vivint Smart Home Arena",38.74,0
21800628,"2019-01-11","Moda Center",52.72,0
21800629,"2019-01-11","Oracle Arena",58.12,0
21800630,"2019-01-12","Staples Center",63.21,0
21800631,"2019-01-12","American Airlines Center",51.9,0.003
21800632,"2019-01-12","Amway Center",64.39,0
21800633,"2019-01-12","Target Center",30.74,0
21800634,"2019-01-12","Chesapeake Energy Arena",42.72,0.0248
21800635,"2019-01-12","Talking Stick Resort Arena",65.76,0
21800636,"2019-01-12","Golden 1 Center",57.93,0
21800637,"2019-01-12","Vivint Smart Home Arena",35.77,0
21800638,"2019-01-13","Madison Square Garden",31.27,0
21800639,"2019-01-13","Capital Center",30.62,0.0012
21800640,"2019-01-13","State Farm Arena",39.66,0.0008
21800641,"2019-01-13","Amway Center",69.79,0
21800642,"2019-01-13","American Airlines Center",46.05,0
21800643,"2019-01-13","Pepsi Center",37.58,0.0077
21800644,"2019-01-13","Staples Center",58.4,0.0034
21800645,"2019-01-14","Barclays Center",29.53,0
21800646,"2019-01-14","Toyota Center",56.6,0
21800647,"2019-01-14","At&t Center",55.16,0
21800648,"2019-01-14","Vivint Smart Home Arena",31.19,0
21800649,"2019-01-14","Golden 1 Center",60.77,0
